index	raw_category	category	count	nyuId	nyu40id	eigen13id	eigen13fixedid	nyuClass	nyu40class	eigen13class	eigen13fixedclass	ModelNet40	ModelNet10	ShapeNetCore55	synsetoffset	wnsynsetid	wnsynsetkey	mpcat40index	mpcat40	occ_id	occ_class	objnav_occ	objnav_occ_id
559	wall soffet	soffit	3		40	7	7		otherprop	Objects	Objects					n04256758	soffit.n.01	39	objects	2	occupied	occupied	2
560	urinal	urinal	3		40	7	7		otherprop	Objects	Objects					n04515991	urinal.n.01	39	objects	2	occupied	occupied	2
561	kitchen hood	range hood	3	380	38	7	7	range hood	otherstructure	Objects	Objects	range_hood				n04053677	range_hood.n.01	39	objects	2	occupied	occupied	2
562	showpiece	decoration	3		40	7	7		otherprop	Objects	Objects					n03169390	decoration.n.01	39	objects	2	occupied	occupied	2
563	wall trim	molding	3		38	7	7		otherstructure	Objects	Objects					n02800354	baseboard.n.01	1	wall	2	occupied	occupied	2
564	barrel	barrel	3	343	39	6	6	barrel	otherfurniture	Furniture	Furniture							40	misc	2	occupied	occupied	2
565	firewood	firewood	3		40	7	7		otherprop	Objects	Objects					n15100644	firewood.n.01	40	misc	2	occupied	occupied	2
566	columns	pillar	3	94	38	7	7	column	otherstructure	Objects	Objects					n03073977	column.n.07	24	column	2	occupied	occupied	2
567	beams	beam	3		38	7	7		otherstructure	Objects	Objects					n02815950	beam.n.02	29	beam	2	occupied	occupied	2
568	carpet roll	carpet roll	3		40	7	5		otherprop	Objects	Floor							40	misc	1	unoccupied	occupied	2
569	portrait	portrait	3	64	11	8	8	picture	picture	Picture	Picture					n03987079	portrait.n.02	6	picture	2	occupied	occupied	2
570	table light	table light	3	62	38	7	7	light	otherstructure	Objects	Objects							40	misc	2	occupied	occupied	2
571	water heater	water heater	3	588	40	7	7	water heater	otherprop	Objects	Objects					n04560113	water_heater.n.01	39	objects	2	occupied	occupied	2
572	stairs 2	stair	3	215	38	7	7	stairs	otherstructure	Objects	Objects	stairs				n04314914	step.n.04	16	stairs	2	occupied	occupied	2
573	pouffe	pouffe	3	359	39	6	6	ottoman	otherfurniture	Furniture	Furniture					n03858418	ottoman.n.03	34	seating	2	occupied	occupied	2
574	ceiling behind	ceiling /otherroom	3	4	22	3	3	ceiling	ceiling	Ceiling	Ceiling					n02990373	ceiling.n.01	17	ceiling	1	unoccupied	unoccupied	1
575	pillars	pillar	3	94	38	7	7	column	otherstructure	Objects	Objects					n03073977	column.n.07	24	column	2	occupied	occupied	2
576	concrete block	concrete block	3		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
577	range	stove	3	242	38	7	7	stove	otherstructure	Objects	Objects			stove	4330267	n04330267	stove.n.02	37	appliances	2	occupied	occupied	2
578	shelf with objects	shelf	3	42	15	6	6	shelves	shelves	Furniture	Furniture					n04190052	shelf.n.01	31	shelving	2	occupied	occupied	2
579	toilet seat liner dispenser	toilet seat liner dispenser	3		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
580	patio chair	patio chair	3	5	5	4	4	chair	chair	Chair	Chair	chair	chair	chair	3001627	n03001627	chair.n.01	3	chair	2	occupied	chair	3
581	folding chair	folding chair	3	5	5	4	4	chair	chair	Chair	Chair	chair	chair	chair	3001627	n03376595	folding_chair.n.01	3	chair	2	occupied	chair	3
582	island	island	4	456	38	7	7	kitchen island	otherstructure	Objects	Objects					n03620600	kitchen_island.n.01	26	counter	2	occupied	occupied	2
583	toaster oven	toaster oven	3	275	40	7	7	toaster oven	otherprop	Objects	Objects					n04442441	toaster_oven.n.01	37	appliances	2	occupied	occupied	2
584	overlook railing	railing	3	497	38	7	7	railing	otherstructure	Objects	Objects					n04047401	railing.n.01	30	railing	2	occupied	occupied	2
585	bathroom mirror	mirror	3	122	19	7	7	mirror	mirror	Objects	Objects					n03773035	mirror.n.01	21	mirror	2	occupied	occupied	2
586	recycle bin	recycle bin	3	307	40	7	7	bin	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
587	counter top	countertop	3	7	12	6	6	counter	counter	Furniture	Furniture					n03118245	countertop.n.01	26	counter	2	occupied	occupied	2
588	rafter	rafter	3		40	7	7		otherprop	Objects	Objects					n04045644	rafter.n.01	29	beam	2	occupied	occupied	2
589	dryer	clothes dryer	3		39	6	6		otherfurniture	Furniture	Furniture					n03251766	dryer.n.01	37	appliances	2	occupied	occupied	2
590	bed lamp	bedside lamp	3	144	35	7	7	lamp	lamp	Objects	Objects	lamp		lamp	3636649	n03636649	lamp.n.02	28	lighting	2	occupied	occupied	2
591	wall paneling	paneling	3	21	1	12	12	wall	wall	Wall	Wall					n03882611	paneling.n.01	1	wall	2	occupied	occupied	2
592	stage	stage	3		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
593	fire sprinkler	fire sprinkler	3		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
594	brush	brush	3		40	7	7		otherprop	Objects	Objects					n02908217	brush.n.02	39	objects	2	occupied	occupied	2
595	wall 2	wall	3	21	1	12	12	wall	wall	Wall	Wall					n04546855	wall.n.01	1	wall	2	occupied	occupied	2
596	balcony	balcony	3		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
597	water tank	water tank	2	263	40	7	7	vessel	otherprop	Objects	Objects					n03035715	cistern.n.02	39	objects	2	occupied	occupied	2
598	pile of objects	clutter	2		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
599	garage door frame	garage door frame	2		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
600	back wall	wall	2	21	1	12	12	wall	wall	Wall	Wall					n04546855	wall.n.01	1	wall	2	occupied	occupied	2
601	plant soil	plant soil	2		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
602	globe stand	globe stand	2	466	40	7	7	globe stand	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
603	bicycle	bicycle	2	189	40	7	7	bicycle	otherprop	Objects	Objects			bicycle	2834778	n02834778	bicycle.n.01	39	objects	2	occupied	occupied	2
604	stairframe	stair frame	2		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
605	separating screen	partition	2	21	1	12	12	wall	wall	Wall	Wall					n03894379	partition.n.01	40	misc	2	occupied	occupied	2
606	unknown wall object	object	2		40	7	7		otherprop	Objects	Objects					n00002684	object.n.01	39	objects	2	occupied	occupied	2
607	air duct	air duct	2	38	38	7	7	air duct	otherstructure	Objects	Objects					n02690941	air_passage.n.01	40	misc	2	occupied	occupied	2
608	kitchen upper cabinet	kitchen cabinet	2	3	3	6	6	cabinet	cabinet	Furniture	Furniture					n02933112	cabinet.n.01	7	cabinet	2	occupied	occupied	2
609	chair pillow	pillow	2	119	18	7	7	pillow	pillow	Objects	Objects			pillow	3938244	n03938244	pillow.n.01	8	cushion	2	occupied	occupied	2
610	led tv	led tv	2		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
611	deco	decoration	2		40	7	7		otherprop	Objects	Objects					n03169390	decoration.n.01	39	objects	2	occupied	occupied	2
612	ceiling under staircase	ceiling under staircase	2		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
613	chair /w books	chair /w books	2	85	23	2	2	books	books	Books	Books							40	misc	2	occupied	occupied	2
614	bed back rest	headboard	2	161	39	6	6	headboard	otherfurniture	Furniture	Furniture					n03502200	headboard.n.01	11	bed	2	occupied	bed	4
615	giraffe	giraffe	2		40	7	7		otherprop	Objects	Objects					n02439033	giraffe.n.01	39	objects	2	occupied	occupied	2
616	lightswitch	light switch	2	301	38	7	7	light switch	otherstructure	Objects	Objects					n04372370	switch.n.01	39	objects	2	occupied	occupied	2
617	doorframe \other room	doorframe /otherroom	2	615	38	7	7	door frame	otherstructure	Objects	Objects					n03222722	doorframe.n.01	4	door	2	occupied	occupied	2
618	object / camera?	object	2		40	7	7		otherprop	Objects	Objects					n00002684	object.n.01	39	objects	2	occupied	occupied	2
619	grandfather clock	grandfather clock	2	462	39	6	6	grandfather clock	otherfurniture	Furniture	Furniture			clock	3046257	n03452594	grandfather_clock.n.01	39	objects	2	occupied	occupied	2
620	jewelry box	jewelry box	2	26	29	7	7	box	box	Objects	Objects							40	misc	2	occupied	occupied	2
621	bottles of wine	bottles of wine	2	766	40	7	7	wine	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
622	massage table base	massage table	2	19	7	10	10	table	table	Table	Table	table	table	table	4379243	n04379243	table.n.02	5	table	2	occupied	occupied	2
623	hood	range hood	2	380	38	7	7	range hood	otherstructure	Objects	Objects	range_hood				n04053677	range_hood.n.01	39	objects	2	occupied	occupied	2
624	mirrorframe	mirror frame	2	122	19	7	7	mirror	mirror	Objects	Objects					n03773035	mirror.n.01	21	mirror	2	occupied	occupied	2
625	wall beam	wall beam	2		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
626	wooden trim	molding	2		38	7	7		otherstructure	Objects	Objects					n02800354	baseboard.n.01	1	wall	2	occupied	occupied	2
627	stalls	stall	2		38	7	7		otherstructure	Objects	Objects					n02873839	booth.n.02	40	misc	2	occupied	occupied	2
628	partition	partition	2	21	1	12	12	wall	wall	Wall	Wall					n03894379	partition.n.01	40	misc	2	occupied	occupied	2
629	dog	dog	2	701	40	7	7	dog	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
630	valance	valance	2		40	7	7		otherprop	Objects	Objects					n03111296	cornice.n.01	40	misc	2	occupied	occupied	2
631	radio	radio	2	188	40	7	7	radio	otherprop	Objects	Objects	radio						40	misc	2	occupied	occupied	2
632	bush	bush	2	82	40	7	7	plant	otherprop	Objects	Objects	plant				n13112664	shrub.n.01	14	plant	2	occupied	plant	5
633	row of theater seats	row of theater seats	2		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
634	bath utencil	bath utensil	2	267	40	7	7	utensil	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
635	basket of towels	basket of towels	2		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
636	laundry machine	washing machine	2	278	39	6	6	washing machine	otherfurniture	Furniture	Furniture			washing_machine	4554684	n04554684	washer.n.03	37	appliances	2	occupied	occupied	2
637	mirror /otherroom	mirror /otherroom	2	122	19	7	7	mirror	mirror	Objects	Objects					n03773035	mirror.n.01	21	mirror	2	occupied	occupied	2
638	toilet sink	toilet sink	2	24	34	7	7	sink	sink	Objects	Objects	sink						40	misc	2	occupied	occupied	2
639	sauna heater	sauna heater	2	111	39	6	6	heater	otherfurniture	Furniture	Furniture							40	misc	2	occupied	occupied	2
640	dining bench	dining bench	2	204	39	6	6	bench	otherfurniture	Furniture	Furniture	bench		bench	2828884	n02828884	bench.n.01	34	seating	2	occupied	occupied	2
641	fume cupboard	fume cupboard	2		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
642	mouse	mouse	2	103	40	7	7	mouse	otherprop	Objects	Objects					n03793489	mouse.n.04	39	objects	2	occupied	occupied	2
643	boiler	boiler	2		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
644	hearth	hearth	2	372	38	7	7	fireplace	otherstructure	Objects	Objects							40	misc	2	occupied	occupied	2
645	curtain darker	curtain	2	89	16	13	13	curtain	curtain	Window	Window	curtain				n03151077	curtain.n.01	12	curtain	2	occupied	occupied	2
646	round chair	round chair	2	5	5	4	4	chair	chair	Chair	Chair	chair	chair	chair	3001627	n03001627	chair.n.01	3	chair	2	occupied	chair	3
647	toilet bowl	toilet	2	124	33	7	7	toilet	toilet	Objects	Objects	toilet	toilet			n04446276	toilet.n.01	18	toilet	2	occupied	toilet	6
648	whine rack	wine rack	2	299	40	7	7	wine rack	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
649	doorstep	doorstep	3	28	8	12	12	door	door	Wall	Wall					n03223686	doorsill.n.01	39	objects	2	occupied	occupied	2
650	binder	binder	2	399	40	7	7	binder	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
651	shower door frame	shower door frame	2		40	7	7		otherprop	Objects	Objects					n04208936	shower.n.01	23	shower	2	occupied	occupied	2
652	bed runner	bed runner	2	157	4	1	1	bed	bed	Bed	Bed					n02822579	bedstead.n.01	11	bed	2	occupied	bed	4
653	cubicle	cubicle	2		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
654	fitness device	exercise equipment	2	457	39	6	6	excercise equipment	otherfurniture	Furniture	Furniture					n04285146	sports_equipment.n.01	33	gym_equipment	2	occupied	occupied	2
655	support	support	2		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
656	overhang	overhang	2		40	7	7		otherprop	Objects	Objects					n03864356	overhang.n.01	40	misc	2	occupied	occupied	2
657	electric box	electric box	2	550	38	7	7	electric box	otherstructure	Objects	Objects							40	misc	2	occupied	occupied	2
658	bathrobe	bathrobe	3		40	7	7		otherprop	Objects	Objects					n02807616	bathrobe.n.01	38	clothes	2	occupied	occupied	2
659	door mat	doormat	2	143	20	5	5	floor mat	floor mat	Floor	Floor					n03223299	doormat.n.02	2	floor	1	unoccupied	unoccupied	1
660	jacket	jacket	2	324	40	7	7	jacket	otherprop	Objects	Objects					n03589791	jacket.n.01	38	clothes	2	occupied	occupied	2
661	cabinet table	cabinet table	2	19	7	10	10	table	table	Table	Table	table	table	table	4379243	n04379243	table.n.02	5	table	2	occupied	occupied	2
662	side frame	frame	2		38	7	7		otherstructure	Objects	Objects							40	misc	2	occupied	occupied	2
663	wainscoting	paneling	2	21	1	12	12	wall	wall	Wall	Wall					n03882611	paneling.n.01	1	wall	2	occupied	occupied	2
664	staircase trim	staircase trim	2		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
665	box /w books	box /w books	2	85	23	2	2	books	books	Books	Books							40	misc	2	occupied	occupied	2
666	nighstand	nightstand	2	158	32	6	6	night stand	night stand	Furniture	Furniture	night_stand	night_stand			n03015254	chest_of_drawers.n.01	13	chest_of_drawers	2	occupied	occupied	2
667	window reflection	window reflection	2		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
668	pulpit	pulpit	2		40	7	7		otherprop	Objects	Objects					n03159640	dais.n.01	39	objects	2	occupied	occupied	2
669	set of armchairs	set of armchairs	2		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
670	fish tank	fish tank	2	782	38	7	7	fish tank	otherstructure	Objects	Objects					n02732072	aquarium.n.01	40	misc	2	occupied	occupied	2
671	bathroom countertop objects	objects	2		40	7	7		otherprop	Objects	Objects					n00002684	object.n.01	39	objects	2	occupied	occupied	2
672	concrete shelf	shelf	2	42	15	6	6	shelves	shelves	Furniture	Furniture					n04190052	shelf.n.01	31	shelving	2	occupied	occupied	2
673	ceiling wall	ceiling wall	2	21	1	12	12	wall	wall	Wall	Wall							40	misc	2	occupied	occupied	2
674	picture \other room	picture /otherroom	2	64	11	8	8	picture	picture	Picture	Picture					n03931044	picture.n.01	6	picture	2	occupied	occupied	2
675	wall entry	wall	2	21	1	12	12	wall	wall	Wall	Wall					n04546855	wall.n.01	1	wall	2	occupied	occupied	2
676	lintel	lintel	2		40	7	7		otherprop	Objects	Objects					n03503233	header.n.02	29	beam	2	occupied	occupied	2
677	wall table	wall table	2	19	7	10	10	table	table	Table	Table	table	table	table	4379243	n04379243	table.n.02	5	table	2	occupied	occupied	2
678	small table	table	3	19	7	10	10	table	table	Table	Table	table	table	table	4379243	n04379243	table.n.02	5	table	2	occupied	occupied	2
679	lighting fixture	lighting fixture	2		40	7	7		otherprop	Objects	Objects					n03667380	lighting_fixture.n.01	39	objects	2	occupied	occupied	2
680	bed frame	bedframe	2	157	4	1	1	bed	bed	Bed	Bed					n02822579	bedstead.n.01	11	bed	2	occupied	bed	4
681	freezer	freezer	2	17	24	6	6	refridgerator	refridgerator	Furniture	Furniture					n03170635	deep-freeze.n.01	37	appliances	2	occupied	occupied	2
682	glass doors	door	2	28	8	12	12	door	door	Wall	Wall	door				n03221720	door.n.01	4	door	2	occupied	occupied	2
683	extractor	extractor	2		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
684	flower pot	flowerpot	2	146	40	7	7	flower pot	otherprop	Objects	Objects	flower_pot		flower pot	3991062	n03991062	pot.n.04	39	objects	2	occupied	plant	5
685	soffet	soffit	2		40	7	7		otherprop	Objects	Objects					n04256758	soffit.n.01	39	objects	2	occupied	occupied	2
686	platform	platform	2		38	7	7		otherstructure	Objects	Objects							40	misc	2	occupied	occupied	2
687	hot tub	hot tub	2	136	36	7	7	bathtub	bathtub	Objects	Objects	bathtub	bathtub	tub	2808440	n03543603	hot_tub.n.01	25	bathtub	2	occupied	occupied	2
688	paper towels	paper towel	2	113	40	7	7	paper towel	otherprop	Objects	Objects					n03887697	paper_towel.n.01	20	towel	2	occupied	occupied	2
689	kitchen utencils	kitchen utensil	2	267	40	7	7	utensil	otherprop	Objects	Objects					n03621049	kitchen_utensil.n.01	39	objects	2	occupied	occupied	2
690	shower grab bar	shower grab bar	2	51	38	7	7	bar	otherstructure	Objects	Objects							40	misc	2	occupied	occupied	2
691	wall detail	wall detail	2		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
692	whineshelf	whine shelf	2		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
693	painting/other room	painting /otherroom	2	64	11	8	8	picture	picture	Picture	Picture					n03876519	painting.n.01	39	objects	2	occupied	occupied	2
694	television	wall tv	2		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
695	sauna bench	bench	2	204	39	6	6	bench	otherfurniture	Furniture	Furniture	bench		bench	2828884	n02828884	bench.n.01	34	seating	2	occupied	occupied	2
696	fruits	fruit	2	286	40	7	7	fruit	otherprop	Objects	Objects					n13134947	fruit.n.01	39	objects	2	occupied	occupied	2
697	picture frames	picture frame	2	64	11	8	8	picture	picture	Picture	Picture					n03931765	picture_frame.n.01	6	picture	2	occupied	occupied	2
698	buffet	buffet	2	7	12	6	6	counter	counter	Furniture	Furniture	table	table	table	4379243	n04247736	snack_bar.n.01	26	counter	2	occupied	occupied	2
699	billow	billow	2		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
700	computer chair	computer chair	2	5	5	4	4	chair	chair	Chair	Chair	chair	chair	chair	3001627	n03001627	chair.n.01	3	chair	2	occupied	chair	3
701	sofa seat	sofa seat	2		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
702	wall tv	wall tv	2		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
703	ground	floor	2	11	2	5	5	floor	floor	Floor	Floor					n03365592	floor.n.01	2	floor	1	unoccupied	unoccupied	1
704	wall2	wall	2	21	1	12	12	wall	wall	Wall	Wall					n04546855	wall.n.01	1	wall	2	occupied	occupied	2
705	ceiling under stairs	ceiling under stairs	2	215	38	7	7	stairs	otherstructure	Objects	Objects	stairs						40	misc	2	occupied	occupied	2
706	calendar	calendar	2	583	40	7	7	calendar	otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
707	dome	dome	2		40	7	7		otherprop	Objects	Objects							40	misc	2	occupied	occupied	2
708	object /outside	object /outside	2		40	7	7		otherprop	Objects	Objects					n00002684	object.n.01	39	objects	2	occupied	occupied	2
